date,clients,female,email,live_with_parents,work,family,state,education,age,monthly_spent_electronics
12/31/17 0:00,93,0,1,1,1,0,6,3,56,3416.666667
4/30/18 0:00,94,1,1,1,3,0,4,5,215,3083.333333
6/30/18 0:00,95,1,1,0,3,0,4,3,50,5000
10/31/17 0:00,96,0,1,0,3,0,3,2,64,4250
10/31/17 0:00,97,0,1,1,1,0,4,3,1003,1750
3/31/18 0:00,98,1,0,0,1,2,3,2,43,6500
8/31/18 0:00,99,0,1,1,1,2,2,3,52,7250
5/31/18 0:00,100,0,1,1,5,4,6,2,79,5250
11/30/17 0:00,101,1,1,1,1,0,1,2,32,5750
8/31/18 0:00,102,1,1,0,5,0,5,1,62,6750
5/31/18 0:00,103,0,0,1,2,0,4,4,33,4916.666667
6/30/18 0:00,104,0,1,0,1,1,6,1,31,5750
8/31/18 0:00,105,1,1,0,1,1,3,5,42,1083.333333
5/31/18 0:00,106,0,1,0,2,4,3,2,84,3250
9/30/18 0:00,107,0,0,0,2,1,1,5,82,7083.333333
10/31/17 0:00,108,0,0,0,1,0,5,4,30,3583.333333
4/30/18 0:00,109,1,0,1,6,1,2,5,56,9083.333333
12/31/17 0:00,110,1,1,0,5,3,6,1,53,5416.666667
2/28/18 0:00,111,0,0,0,2,1,5,1,67,6833.333333
2/28/18 0:00,112,1,1,0,2,2,6,2,23,2250
5/31/18 0:00,113,1,1,0,2,0,4,1,78,5750
7/31/18 0:00,114,0,1,1,1,0,6,1,68,4000
12/31/17 0:00,115,0,1,0,2,3,4,3,64,4666.666667
11/30/17 0:00,116,1,1,1,3,0,1,5,51,6166.666667
9/30/18 0:00,117,0,1,0,3,0,1,1,83,7916.666667
6/30/18 0:00,118,0,1,0,6,0,1,5,46,4583.333333
1/31/18 0:00,119,0,1,0,1,0,6,1,81,5583.333333
3/31/18 0:00,120,1,1,0,1,1,1,1,72,6250
3/31/18 0:00,121,0,1,1,4,0,5,1,24,3416.666667
6/30/18 0:00,122,0,1,0,2,4,6,3,78,2250
10/31/18 0:00,123,1,1,0,2,0,5,2,54,5750
2/28/18 0:00,124,1,1,0,2,1,6,5,31,4916.666667
11/30/17 0:00,125,0,1,0,1,3,6,2,59,3750
7/31/18 0:00,126,0,0,0,1,0,4,1,48,3416.666667
2/28/18 0:00,127,1,1,0,1,2,1,5,54,4833.333333
2/28/18 0:00,128,0,1,0,1,0,5,4,42,5916.666667
6/30/18 0:00,129,0,1,1,2,0,2,3,42,4083.333333
2/28/18 0:00,130,1,1,1,5,0,6,3,36,6083.333333
3/31/18 0:00,131,1,0,0,1,0,4,2,30,4333.333333
7/31/18 0:00,132,1,1,0,1,0,6,4,74,5583.333333
4/30/18 0:00,133,1,1,1,2,0,6,1,51,4750
2/28/18 0:00,134,0,1,1,6,2,3,1,29,1166.666667
10/31/18 0:00,135,1,0,1,3,0,1,1,54,4166.666667
9/30/18 0:00,136,0,1,0,4,2,6,1,51,4916.666667
12/31/17 0:00,137,0,1,0,2,4,4,2,70,2416.666667
6/30/18 0:00,138,1,1,0,3,0,3,3,67,4583.333333
9/30/18 0:00,139,1,1,0,2,0,6,4,37,5583.333333
1/31/18 0:00,140,1,0,0,5,0,3,2,47,6916.666667
9/30/18 0:00,141,1,1,0,1,0,5,1,30,6583.333333
1/31/18 0:00,142,0,1,0,1,0,3,4,62,3583.333333
1/31/18 0:00,143,0,1,0,2,1,1,4,1003,4833.333333
9/30/18 0:00,144,1,1,0,1,0,1,3,51,5333.333333
3/31/18 0:00,145,1,1,0,2,1,4,1,28,3500
5/31/18 0:00,146,1,0,0,3,4,1,1,60,5750
7/31/18 0:00,147,0,1,1,1,0,2,2,74,2833.333333
4/30/18 0:00,148,1,0,1,1,0,4,1,41,4500
2/28/18 0:00,149,1,1,0,2,0,3,3,37,2833.333333
9/30/18 0:00,150,0,1,0,3,5,1,3,54,3583.333333
11/30/17 0:00,151,0,1,1,3,0,4,3,68,4583.333333
2/28/18 0:00,152,1,0,0,6,0,6,5,43,2166.666667
7/31/18 0:00,153,0,1,1,1,0,5,2,65,6000
3/31/18 0:00,154,0,1,1,3,1,4,3,29,2416.666667
8/31/18 0:00,155,1,0,0,4,2,6,3,60,4333.333333
8/31/18 0:00,156,0,1,1,1,1,1,1,38,3500
5/31/18 0:00,157,0,0,0,3,2,6,1,33,4166.666667
5/31/18 0:00,158,0,1,0,5,0,4,1,43,2666.666667
4/30/18 0:00,159,0,1,0,2,0,5,3,24,4333.333333
8/31/18 0:00,160,1,1,0,6,0,5,1,93,4000
2/28/18 0:00,161,1,1,0,4,6,2,1,66,8833.333333
4/30/18 0:00,162,0,0,0,4,0,1,3,33,6916.666667
5/31/18 0:00,163,0,0,0,2,0,5,2,41,4416.666667
9/30/18 0:00,164,1,1,0,1,0,4,4,36,4750
3/31/18 0:00,165,0,1,0,4,0,6,3,32,5833.333333
6/30/18 0:00,166,0,1,0,6,0,5,4,39,7833.333333
10/31/18 0:00,167,1,0,0,2,0,3,1,41,7333.333333
2/28/18 0:00,168,0,1,0,4,2,5,3,42,4916.666667
2/28/18 0:00,169,1,0,1,4,0,6,4,61,7333.333333
4/30/18 0:00,170,1,1,0,2,1,6,1,1003,8083.333333
9/30/18 0:00,171,0,0,1,2,0,1,5,57,4250
9/30/18 0:00,172,1,0,0,3,0,6,2,90,6000
10/31/18 0:00,173,0,1,1,3,2,3,5,79,4000
11/30/17 0:00,174,0,0,1,3,1,3,5,46,3916.666667
12/31/17 0:00,175,0,0,0,4,0,1,2,93,3916.666667
10/31/17 0:00,176,1,1,0,1,2,6,4,42,3333.333333
3/31/18 0:00,177,1,1,0,1,0,4,5,47,5166.666667
8/31/18 0:00,178,0,1,0,2,2,6,4,30,3833.333333
11/30/17 0:00,179,0,1,1,1,1,6,1,48,5000
5/31/18 0:00,180,1,1,0,3,0,3,2,34,3750
1/31/18 0:00,181,0,0,0,1,0,3,1,50,5500
12/31/17 0:00,182,1,1,1,1,1,6,1,58,8916.666667
10/31/18 0:00,183,0,0,0,2,0,6,5,64,4583.333333
2/28/18 0:00,184,1,1,0,6,0,1,1,81,3500
10/31/17 0:00,185,1,0,0,6,0,6,4,52,2250
1/31/18 0:00,186,0,1,0,4,0,6,1,64,3750
8/31/18 0:00,187,0,0,0,3,2,6,5,78,7083.333333
6/30/18 0:00,188,0,1,0,6,0,4,2,58,6166.666667
5/31/18 0:00,189,0,1,0,2,0,5,5,64,3750
9/30/18 0:00,190,0,0,0,4,2,1,4,36,4583.333333
10/31/17 0:00,191,0,1,1,3,0,5,1,46,5250
1/31/18 0:00,192,1,0,0,5,0,4,4,46,6250
6/30/18 0:00,193,1,0,1,3,1,4,5,67,6666.666667
1/31/18 0:00,194,1,1,0,1,1,1,1,35,5416.666667
6/30/18 0:00,195,1,0,0,2,0,4,5,37,1250
7/31/18 0:00,196,0,1,1,2,1,6,3,41,5916.666667
7/31/18 0:00,197,0,1,1,6,0,3,3,48,5166.666667
12/31/17 0:00,198,1,1,1,2,0,3,4,59,6166.666667
10/31/18 0:00,199,1,0,0,5,0,6,4,53,8000
8/31/18 0:00,200,1,1,0,6,1,6,2,43,4416.666667
12/31/17 0:00,201,0,1,0,6,2,6,2,49,6416.666667
9/30/18 0:00,202,1,1,0,1,0,6,5,91,6666.666667
12/31/17 0:00,203,1,1,0,2,0,4,4,33,6750
5/31/18 0:00,204,1,1,0,2,0,6,5,77,4000
11/30/17 0:00,205,1,1,0,2,0,6,5,51,1000
10/31/18 0:00,206,0,1,0,1,3,5,1,94,4583.333333
6/30/18 0:00,207,0,1,0,1,0,4,4,40,7166.666667
11/30/17 0:00,208,1,1,0,1,0,5,4,40,7166.666667
6/30/18 0:00,209,0,0,0,4,2,4,1,38,4833.333333
12/31/17 0:00,210,0,1,0,1,0,6,1,35,4416.666667
10/31/17 0:00,211,1,1,0,3,0,2,3,212,6583.333333
12/31/17 0:00,212,1,1,0,2,0,6,3,68,6916.666667
10/31/17 0:00,213,0,1,1,5,1,6,1,46,3916.666667
4/30/18 0:00,214,0,1,0,3,0,5,4,31,3750
8/31/18 0:00,215,1,1,1,2,2,1,1,45,4416.666667
11/30/17 0:00,216,0,0,0,1,2,4,2,50,5000
6/30/18 0:00,217,1,0,1,4,0,2,1,40,3666.666667
2/28/18 0:00,218,1,1,0,6,0,6,5,47,4416.666667
6/30/18 0:00,219,0,0,1,2,1,1,5,52,1583.333333
12/31/17 0:00,220,0,0,1,2,2,6,1,30,6916.666667
5/31/18 0:00,221,0,1,1,1,0,4,2,60,6833.333333
12/31/17 0:00,222,1,0,0,6,0,3,1,65,6416.666667
11/30/17 0:00,223,0,1,1,1,3,6,5,61,5333.333333
1/31/18 0:00,224,0,1,1,2,3,6,5,49,4333.333333
9/30/18 0:00,225,0,1,0,5,0,6,2,74,6583.333333
8/31/18 0:00,226,0,1,1,3,0,1,2,89,5583.333333
8/31/18 0:00,227,1,0,0,2,1,5,1,55,6083.333333
10/31/17 0:00,228,1,0,1,2,0,6,1,48,4583.333333
8/31/18 0:00,229,0,1,1,4,0,1,4,40,7000
5/31/18 0:00,230,0,1,0,2,1,1,3,66,7500
1/31/18 0:00,231,1,1,0,3,0,4,5,32,5000
9/30/18 0:00,232,1,1,0,1,1,4,2,68,4333.333333
2/28/18 0:00,233,1,0,1,6,2,5,4,77,4916.666667
12/31/17 0:00,234,1,1,0,3,2,5,1,58,4333.333333
12/31/17 0:00,235,1,1,1,6,0,4,1,31,3750
2/28/18 0:00,236,1,1,0,2,0,6,5,66,2250
6/30/18 0:00,237,1,0,0,1,5,2,3,42,8250
3/31/18 0:00,238,1,0,0,2,6,6,1,66,3916.666667
7/31/18 0:00,239,0,1,0,2,0,6,2,54,5583.333333
10/31/18 0:00,240,1,1,1,3,0,1,1,44,5833.333333
10/31/17 0:00,241,1,1,1,2,3,6,5,73,4000
7/31/18 0:00,242,1,1,1,5,0,2,5,1003,7750
10/31/17 0:00,243,0,1,0,2,0,2,2,44,4666.666667
11/30/17 0:00,244,1,0,1,1,0,5,2,72,3750
2/28/18 0:00,245,1,1,0,1,0,2,5,50,6500
5/31/18 0:00,246,1,1,0,2,0,1,5,47,6083.333333
2/28/18 0:00,247,1,1,0,2,1,3,3,54,2583.333333
10/31/18 0:00,248,1,1,0,1,0,4,1,40,6166.666667
9/30/18 0:00,249,1,1,0,1,0,4,4,57,4666.666667
11/30/17 0:00,250,0,1,0,2,0,4,5,27,4166.666667
10/31/18 0:00,251,0,0,0,2,1,1,5,56,5500
10/31/18 0:00,252,0,1,0,3,6,4,2,78,3083.333333
8/31/18 0:00,253,1,1,0,4,4,6,5,46,2666.666667
3/31/18 0:00,254,1,0,1,3,0,5,3,49,4750
10/31/17 0:00,255,1,1,0,2,0,3,3,60,5000
8/31/18 0:00,256,1,1,0,4,4,4,5,71,4750
11/30/17 0:00,257,0,0,0,3,1,3,1,74,7750
7/31/18 0:00,258,1,0,0,2,2,6,2,35,6250
6/30/18 0:00,259,1,1,0,2,1,4,3,38,3666.666667
6/30/18 0:00,260,1,1,1,5,4,6,1,51,3500
11/30/17 0:00,261,1,0,1,2,0,1,5,68,6583.333333
7/31/18 0:00,262,0,1,0,4,0,4,4,37,3250
3/31/18 0:00,263,0,1,0,6,1,6,5,64,5166.666667
11/30/17 0:00,264,1,0,0,1,0,6,3,64,4083.333333
7/31/18 0:00,265,0,0,0,2,3,6,4,87,4916.666667
12/31/17 0:00,266,0,0,0,1,0,4,5,27,6333.333333
12/31/17 0:00,267,1,0,0,2,0,5,5,69,4250
10/31/18 0:00,268,1,1,0,5,0,1,4,55,5666.666667
7/31/18 0:00,269,1,1,0,1,2,4,3,62,5500
3/31/18 0:00,270,1,1,0,2,0,6,5,52,5000
4/30/18 0:00,271,0,1,0,4,0,4,1,41,7250
8/31/18 0:00,272,0,0,0,2,0,6,1,74,7333.333333
5/31/18 0:00,273,1,1,0,2,0,4,5,33,6166.666667
4/30/18 0:00,274,1,1,1,6,2,2,1,32,8666.666667
11/30/17 0:00,275,0,1,0,1,1,4,5,35,6000
4/30/18 0:00,276,0,1,0,1,0,3,4,50,3833.333333
10/31/17 0:00,277,0,0,1,1,2,6,3,54,8833.333333
9/30/18 0:00,278,0,1,0,2,0,6,1,60,4333.333333
1/31/18 0:00,279,0,0,0,3,1,5,4,35,3000
7/31/18 0:00,280,1,1,1,1,1,5,1,69,1583.333333
10/31/17 0:00,281,1,1,0,2,2,6,1,35,3916.666667
10/31/17 0:00,282,1,1,0,3,2,5,2,65,3750
10/31/17 0:00,283,0,0,0,3,0,6,4,84,6750
12/31/17 0:00,284,0,0,0,3,0,6,1,45,4416.666667
5/31/18 0:00,285,0,1,1,1,0,6,1,39,4166.666667
3/31/18 0:00,286,0,0,0,3,2,5,1,30,3750
5/31/18 0:00,287,1,1,0,6,1,4,3,77,7916.666667
12/31/17 0:00,288,1,1,0,4,0,6,5,93,3166.666667
9/30/18 0:00,289,1,1,0,1,0,5,5,90,6416.666667
7/31/18 0:00,290,0,1,0,6,0,2,1,61,7000
4/30/18 0:00,291,0,0,0,2,2,4,1,62,6750
4/30/18 0:00,292,1,1,0,1,3,2,4,59,7166.666667
10/31/17 0:00,293,1,0,0,6,0,4,1,42,2750
9/30/18 0:00,294,1,0,0,1,4,5,3,53,3333.333333
10/31/18 0:00,295,1,1,0,1,1,5,2,33,2666.666667
3/31/18 0:00,296,0,1,0,1,0,4,4,42,4750
9/30/18 0:00,297,1,0,0,6,0,6,4,39,3333.333333
12/31/17 0:00,298,0,0,0,4,1,4,5,69,3500
2/28/18 0:00,299,0,1,0,1,4,5,3,43,2750
12/31/17 0:00,300,1,1,0,4,5,5,4,55,2166.666667
7/31/18 0:00,301,0,0,0,2,0,6,4,78,3500
9/30/18 0:00,302,0,1,0,2,0,6,4,58,7583.333333
12/31/17 0:00,303,0,0,1,2,0,5,1,49,8583.333333
9/30/18 0:00,304,1,1,1,3,0,1,5,60,3500
11/30/17 0:00,305,1,1,1,5,0,5,5,55,4916.666667
9/30/18 0:00,306,1,0,1,6,0,6,3,44,1750
12/31/17 0:00,307,0,1,1,2,6,6,1,90,4083.333333
10/31/17 0:00,308,1,1,0,3,2,5,3,46,4833.333333
2/28/18 0:00,309,1,1,1,6,4,4,5,52,2750
5/31/18 0:00,310,1,1,0,3,0,4,5,51,5083.333333
4/30/18 0:00,311,1,0,0,3,5,4,1,54,4666.666667
12/31/17 0:00,312,0,1,0,1,0,6,3,59,3916.666667
8/31/18 0:00,313,1,1,0,4,2,6,1,80,6166.666667
4/30/18 0:00,314,0,0,1,2,0,6,4,72,6500
10/31/17 0:00,315,0,1,0,1,0,3,1,33,4166.666667
6/30/18 0:00,316,0,1,1,1,0,4,5,57,3083.333333
11/30/17 0:00,317,0,1,0,6,1,4,4,77,5916.666667
4/30/18 0:00,318,1,1,0,1,0,2,1,48,4000
5/31/18 0:00,319,1,1,1,2,0,3,5,44,1750
12/31/17 0:00,320,1,1,0,2,99,1,3,53,6250
9/30/18 0:00,321,1,1,0,2,3,6,1,50,4500
6/30/18 0:00,322,0,1,0,1,2,2,2,61,5000
11/30/17 0:00,323,0,0,1,2,0,3,1,56,1083.333333
3/31/18 0:00,324,1,1,0,6,3,2,2,72,3083.333333
10/31/18 0:00,325,0,1,1,3,4,5,3,34,6916.666667
4/30/18 0:00,326,1,1,0,2,0,1,3,28,4333.333333
4/30/18 0:00,327,0,1,1,6,0,5,2,28,4750
6/30/18 0:00,328,0,0,0,1,0,6,1,77,3916.666667
1/31/18 0:00,329,1,1,1,5,1,5,2,62,5916.666667
11/30/17 0:00,330,1,0,0,4,0,1,1,61,2250
7/31/18 0:00,331,1,0,0,2,0,6,4,48,7416.666667
12/31/17 0:00,332,0,0,0,1,0,4,3,80,5416.666667
3/31/18 0:00,333,1,1,0,3,0,2,4,70,2750
3/31/18 0:00,334,0,1,0,4,2,2,2,64,5250
9/30/18 0:00,335,1,0,1,1,0,4,4,33,4333.333333
8/31/18 0:00,336,1,1,0,2,0,6,5,32,6583.333333
8/31/18 0:00,337,1,1,1,2,0,6,1,51,7416.666667
8/31/18 0:00,338,1,1,1,6,4,4,4,38,5500
3/31/18 0:00,339,0,1,0,4,0,6,2,31,7916.666667
6/30/18 0:00,340,1,0,0,2,0,1,1,70,6750
6/30/18 0:00,341,1,1,1,2,0,5,4,70,8500
3/31/18 0:00,342,0,0,0,3,4,6,4,44,8083.333333
1/31/18 0:00,343,1,1,0,2,0,6,1,52,7416.666667
7/31/18 0:00,344,1,1,0,3,1,5,4,29,4083.333333
2/28/18 0:00,345,1,0,0,1,0,1,5,77,8666.666667
4/30/18 0:00,346,0,0,1,3,0,6,1,72,3500
4/30/18 0:00,347,1,1,0,4,0,3,5,35,5166.666667
10/31/17 0:00,348,1,1,0,2,0,1,1,48,3333.333333
10/31/18 0:00,349,1,1,0,1,0,1,1,57,4083.333333
3/31/18 0:00,350,1,1,1,3,3,6,3,80,5000
3/31/18 0:00,351,1,1,0,2,1,1,1,28,5833.333333
12/31/17 0:00,352,1,1,0,3,1,6,2,54,6583.333333
10/31/18 0:00,353,1,1,0,2,2,5,4,222,4750
10/31/18 0:00,354,1,1,0,1,1,5,3,54,6750
10/31/17 0:00,355,1,0,0,2,0,4,4,45,5083.333333
11/30/17 0:00,356,0,1,0,5,0,5,1,30,6666.666667
10/31/17 0:00,357,1,1,0,2,1,6,2,45,6083.333333
5/31/18 0:00,358,0,0,0,6,4,5,1,1003,6333.333333
8/31/18 0:00,359,1,0,0,5,99,4,4,38,5250
2/28/18 0:00,360,1,1,0,3,2,3,2,62,3916.666667
2/28/18 0:00,361,1,1,0,3,0,5,1,69,5750
11/30/17 0:00,362,1,1,0,1,0,6,4,47,5000
11/30/17 0:00,363,0,1,0,1,1,5,5,39,1916.666667
1/31/18 0:00,364,1,1,1,1,0,3,2,37,6666.666667
2/28/18 0:00,365,1,1,0,3,4,6,3,80,6083.333333
3/31/18 0:00,366,1,1,1,2,0,1,3,40,4000
10/31/18 0:00,367,1,1,1,2,0,5,4,53,4333.333333
12/31/17 0:00,368,0,1,1,1,1,1,5,64,3416.666667
12/31/17 0:00,369,1,0,1,2,1,6,3,65,1583.333333
3/31/18 0:00,370,0,0,0,1,0,6,3,43,5250
12/31/17 0:00,371,1,1,0,3,0,6,3,59,1750
6/30/18 0:00,372,1,0,1,1,0,5,2,60,7666.666667
12/31/17 0:00,373,1,1,0,1,2,4,1,36,8416.666667
1/31/18 0:00,374,0,1,0,1,0,6,1,59,3000
1/31/18 0:00,375,0,1,0,1,0,5,1,35,6083.333333
5/31/18 0:00,376,1,0,0,6,0,1,5,35,6333.333333
12/31/17 0:00,377,0,0,1,2,0,1,1,72,3833.333333
12/31/17 0:00,378,0,1,0,1,0,2,1,58,3250
10/31/18 0:00,379,1,1,0,4,0,6,1,29,3000
4/30/18 0:00,380,1,0,0,4,2,6,2,55,6333.333333
10/31/18 0:00,381,0,1,0,2,2,1,1,70,7000
8/31/18 0:00,382,1,1,1,2,2,5,5,42,3500
6/30/18 0:00,383,0,1,0,2,0,4,4,40,3166.666667
8/31/18 0:00,384,0,1,0,1,0,5,1,30,5083.333333
2/28/18 0:00,385,0,1,0,3,0,1,3,52,6833.333333
3/31/18 0:00,386,0,1,0,4,3,5,3,53,4916.666667
12/31/17 0:00,387,1,0,0,1,3,6,4,37,3083.333333
12/31/17 0:00,388,0,1,0,1,0,6,1,72,3583.333333
5/31/18 0:00,389,1,0,0,1,1,6,1,32,1583.333333
10/31/18 0:00,390,1,0,1,3,0,4,1,84,3416.666667
10/31/17 0:00,391,0,1,0,3,0,6,2,78,5166.666667
4/30/18 0:00,392,0,1,1,5,4,4,3,74,3500
3/31/18 0:00,393,1,1,0,6,0,6,1,40,4583.333333
10/31/18 0:00,394,0,1,0,2,0,6,1,40,4916.666667
2/28/18 0:00,395,1,1,0,1,0,6,4,39,2000
12/31/17 0:00,396,0,1,0,5,0,5,1,76,4250
7/31/18 0:00,397,1,1,0,3,2,6,4,79,8583.333333
4/30/18 0:00,398,0,1,0,2,0,1,3,24,3083.333333
2/28/18 0:00,399,1,1,0,4,0,5,2,55,4583.333333
6/30/18 0:00,400,0,0,0,1,0,6,4,72,5500
11/30/17 0:00,401,0,1,1,6,0,5,1,64,1500
12/31/17 0:00,402,0,1,0,2,3,5,1,47,4750
10/31/17 0:00,403,1,1,0,2,0,6,1,41,4166.666667
3/31/18 0:00,404,1,0,0,2,3,6,1,51,2916.666667
10/31/18 0:00,405,1,1,1,3,0,5,1,39,4583.333333
2/28/18 0:00,406,0,0,0,2,2,1,2,75,4583.333333
7/31/18 0:00,407,0,1,0,6,0,2,1,57,5833.333333
3/31/18 0:00,408,1,0,0,4,0,4,5,72,7083.333333
6/30/18 0:00,409,1,1,0,2,0,6,5,39,6083.333333
9/30/18 0:00,410,1,1,0,6,0,6,1,34,3500
7/31/18 0:00,411,1,1,1,3,0,2,5,33,3750
3/31/18 0:00,412,1,0,0,2,4,3,3,68,5416.666667
3/31/18 0:00,413,0,1,0,2,0,6,4,77,5000
10/31/18 0:00,414,0,1,0,6,0,4,1,208,7166.666667
4/30/18 0:00,415,0,1,1,3,0,5,5,85,6916.666667
5/31/18 0:00,416,1,1,1,4,0,1,5,40,7250
6/30/18 0:00,417,1,0,1,2,0,4,1,42,3666.666667
10/31/18 0:00,418,1,1,0,4,0,5,1,56,2833.333333
5/31/18 0:00,419,1,1,0,1,2,6,5,63,6833.333333
10/31/18 0:00,420,0,1,0,3,0,5,3,36,6583.333333
5/31/18 0:00,421,1,1,0,4,0,2,3,64,4250
3/31/18 0:00,422,0,1,0,2,0,5,1,58,5250
12/31/17 0:00,423,1,1,0,4,0,6,3,67,4416.666667
